"brand_name","model_name","condition_name","grade_name","gb_spec_name","colour_name","network_name"
"ACCESSORIZE","UNIVERSAL 10 INCH TABLET FOLIO CASE - BIRDS BLACK","Brand New","Brand New","Not Applicable","Multicolour","Not Applicable"
"ACCESSORIZE","UNIVERSAL 10 INCH TABLET FOLIO CASE - BIRDS BLACK","Brand New","Brand New","Not Applicable","Multicolour","Not Applicable"
"ACCESSORIZE","UNIVERSAL 10 INCH TABLET FOLIO CASE - BIRDS BLACK","Brand New","Brand New","Not Applicable","Multicolour","Not Applicable"
"ACCESSORIZE","UNIVERSAL 10 INCH TABLET FOLIO CASE - BIRDS BLACK","Brand New","Brand New","Not Applicable","Multicolour","Not Applicable"
"ACCESSORIZE","UNIVERSAL 10 INCH TABLET FOLIO CASE - BIRDS BLACK","Brand New","Brand New","Not Applicable","Multicolour","Not Applicable"
"ACCESSORIZE","UNIVERSAL 10 INCH TABLET FOLIO CASE - BIRDS BLACK","Brand New","Brand New","Not Applicable","Multicolour","Not Applicable"
"ACCESSORIZE","UNIVERSAL 10 INCH TABLET FOLIO CASE - BIRDS BLACK","Brand New","Brand New","Not Applicable","Multicolour","Not Applicable"
"ACCESSORIZE","UNIVERSAL 10 INCH TABLET FOLIO CASE - BIRDS BLACK","Brand New","Brand New","Not Applicable","Multicolour","Not Applicable"
"ACCESSORIZE","UNIVERSAL 10 INCH TABLET FOLIO CASE - BIRDS BLACK","Brand New","Brand New","Not Applicable","Multicolour","Not Applicable"
"ACCESSORIZE","UNIVERSAL 10 INCH TABLET FOLIO CASE - BIRDS BLACK","Brand New","Brand New","Not Applicable","Multicolour","Not Applicable"
"ACCESSORIZE","UNIVERSAL 10 INCH TABLET FOLIO CASE - BIRDS BLACK","Brand New","Brand New","Not Applicable","Multicolour","Not Applicable"
"ACCESSORIZE","UNIVERSAL 10 INCH TABLET FOLIO CASE - BIRDS BLACK","Brand New","Brand New","Not Applicable","Multicolour","Not Applicable"
"ACCESSORIZE","UNIVERSAL 10 INCH TABLET FOLIO CASE - BIRDS BLACK","Brand New","Brand New","Not Applicable","Multicolour","Not Applicable"
